.,.,.,.,0,0,0,.,.,.,.,.,.,.,.,.,00,00,00,00,FF,11,FF,FF
.,.,.,0,2,2,2,0,.,.,.,.,.,.,.,.,00,E0,00,00,EE,00,FF,FF
.,.,0,2,2,2,2,2,0,.,.,.,.,.,.,.,10,F0,00,00,CC,00,77,FF
.,.,0,2,2,2,2,2,2,0,.,.,.,.,.,.,10,F0,80,00,CC,00,33,FF
.,.,0,2,2,2,0,0,0,0,.,.,.,.,.,.,10,C0,00,00,CC,00,33,FF
0,0,2,2,0,0,3,3,3,0,.,.,.,.,.,.,30,30,88,00,00,00,33,FF
2,0,2,2,0,3,3,1,3,0,.,.,.,.,.,.,B0,F0,88,00,00,00,33,FF
2,2,2,0,0,3,3,3,3,3,0,.,.,.,.,.,E0,C0,CC,00,00,00,11,FF
0,2,2,0,0,3,3,3,3,0,.,.,.,.,.,.,60,03,88,00,00,00,33,FF
.,0,0,0,1,3,3,0,0,.,.,.,.,.,.,.,00,0F,00,00,88,00,77,FF
.,.,.,0,1,1,1,0,.,.,.,.,.,.,.,.,00,07,00,00,EE,00,FF,FF
.,.,.,0,2,1,1,0,.,.,.,.,.,.,.,.,00,81,00,00,EE,00,FF,FF
.,.,.,0,2,2,2,0,0,.,.,.,.,.,.,.,00,60,00,00,EE,00,77,FF
.,.,0,,2,22,2,2,0,.,.,.,.,.,.,.,00,B0,00,00,CC,00,77,FF
.,.,0,2,2,2,2,2,2,0,.,.,.,.,.,.,10,B0,80,00,CC,00,33,FF
.,.,0,2,2,2,2,2,2,0,.,.,.,.,.,.,10,B0,80,00,CC,00,33,FF
.,.,0,2,2,2,2,2,2,0,.,.,.,.,.,.,10,A0,80,00,CC,00,33,FF
.,.,0,2,2,2,2,2,2,0,.,.,.,.,.,.,10,90,80,00,CC,00,33,FF
.,.,0,2,2,2,2,2,0,0,.,.,.,.,.,.,10,F0,00,00,CC,00,33,FF
.,.,0,1,1,1,1,0,.,.,.,.,.,.,.,.,01,F0,00,00,CC,00,FF,FF
.,.,0,1,11,1,1,0,.,.,.,.,.,.,.,.,01,40,00,00,CC,00,FF,FF
.,.,0,1,1,1,1,0,.,.,.,.,.,.,.,.,01,30,00,00,CC,00,FF,FF
.,.,.,0,1,1,1,1,0,.,.,.,.,.,.,.,00,F0,00,00,EE,00,77,FF
.,.,.,.,0,1,1,1,0,.,.,.,.,.,.,.,00,F0,00,00,FF,00,77,FF
.,.,.,.,0,1,1,1,0,.,.,.,.,.,.,.,00,F0,00,00,FF,00,77,FF
.,.,.,0,1,0,1,1,0,.,.,.,.,.,.,.,00,F0,00,00,EE,00,77,FF
.,.,0,1,1,0,1,1,0,.,.,.,.,.,.,.,01,F0,00,00,CC,00,77,FF
.,.,0,1,1,0,1,1,0,.,.,.,.,.,.,.,01,F0,00,00,CC,00,77,FF
.,.,.,0,0,0,0,0,.,.,.,.,.,.,.,.,00,00,00,00,EE,00,FF,FF
.,.,0,3,0,.,0,3,3,3,0,.,.,.,.,.,11,77,CC,00,CC,44,11,FF
.,0,3,3,0,0,0,3,3,3,0,.,.,.,.,.,33,77,CC,00,88,00,11,FF
.,.,0,3,3,0,0,3,3,0,.,.,.,.,.,.,11,BB,88,00,CC,00,33,FF
